d_loss,epoch,g_loss,step
0.5125048160552979,81,1.2283051013946533,8149
0.5134440064430237,81,1.2342745065689087,8199
0.5138213634490967,82,1.21076500415802,8249
0.5181241035461426,82,1.209816813468933,8299
0.519665002822876,83,1.1788458824157715,8349
0.529033362865448,83,1.1633148193359375,8399
0.5297414064407349,84,1.1473782062530518,8449
0.530457615852356,84,1.1655054092407227,8499
0.5271955728530884,85,1.1480720043182373,8549
0.5274218320846558,85,1.1585478782653809,8599
0.525417149066925,86,1.1599680185317993,8649
0.5233545303344727,86,1.1829112768173218,8699
0.5198310017585754,87,1.1974859237670898,8749
0.5207657814025879,87,1.2046287059783936,8799
0.5186631679534912,88,1.2052910327911377,8849
0.5214210748672485,88,1.2117233276367188,8899
0.5170316696166992,89,1.217498779296875,8949
0.5196197032928467,89,1.222281813621521,8999
0.5167510509490967,90,1.2264423370361328,9049
0.5195685625076294,90,1.2265596389770508,9099
0.5199551582336426,91,1.2302188873291016,9149
0.5200810432434082,91,1.224392294883728,9199
0.5185147523880005,92,1.2596471309661865,9249
0.5170316696166992,92,1.252927541732788,9299
0.5145111083984375,93,1.2546274662017822,9349
0.5155409574508667,93,1.25900399684906,9399
0.5134702324867249,94,1.2371517419815063,9449
0.5154455900192261,94,1.2339415550231934,9499
0.5137089490890503,95,1.2257441282272339,9549
0.5130276083946228,95,1.2313107252120972,9599
0.5131679773330688,96,1.2074863910675049,9649
0.5166800022125244,96,1.202666997909546,9699
0.517841100692749,97,1.1906342506408691,9749
0.5211176872253418,97,1.193601131439209,9799
0.5186817646026611,98,1.1983511447906494,9849
0.5210702419281006,98,1.1844489574432373,9899
0.5205434560775757,99,1.2082099914550781,9949
0.5195894837379456,99,1.2201067209243774,9999
