d_loss,epoch,g_loss,step
0.6273559331893921,0,0.7011851072311401,49
0.6183396577835083,0,0.6838954091072083,99
0.6304004192352295,1,0.6546280384063721,149
0.6381410360336304,1,0.646966278553009,199
0.6091808080673218,2,0.7010444402694702,249
0.6001959443092346,2,0.7304470539093018,299
0.6096765995025635,3,0.707335352897644,349
0.61839359998703,3,0.6924850344657898,399
0.6039012670516968,4,0.7109329104423523,449
0.6006398797035217,4,0.717933177947998,499
0.5955981016159058,5,0.7204523682594299,549
0.5984324216842651,5,0.7196877598762512,599
0.5898928046226501,6,0.7377708554267883,649
0.5866297483444214,6,0.7605302333831787,699
0.5935235023498535,7,0.7476584315299988,749
0.59378981590271,7,0.7529608011245728,799
0.5894496440887451,8,0.7610895037651062,849
0.580958366394043,8,0.7779179215431213,899
0.5729168653488159,9,0.7965551614761353,949
0.5746535062789917,9,0.7883266806602478,999
0.5732988119125366,10,0.7898855209350586,1049
0.5778183937072754,10,0.7828338742256165,1099
0.580691933631897,11,0.7712240219116211,1149
0.5765699148178101,11,0.7870050072669983,1199
0.5738577842712402,12,0.7933803796768188,1249
0.5805756449699402,12,0.7735543847084045,1299
0.5916953086853027,13,0.7471876740455627,1349
0.5944373607635498,13,0.7511378526687622,1399
0.5922939777374268,14,0.7677391171455383,1449
0.5871484279632568,14,0.8001685738563538,1499
0.5839194059371948,15,0.8052769303321838,1549
0.5871418118476868,15,0.8030675649642944,1599
0.578497588634491,16,0.8039872646331787,1649
0.5778034925460815,16,0.8093999028205872,1699
0.5740232467651367,17,0.8143975734710693,1749
0.5702610015869141,17,0.8295532464981079,1799
0.5674847364425659,18,0.8352282047271729,1849
0.5631811022758484,18,0.8574029803276062,1899
0.5677183866500854,19,0.8400482535362244,1949
0.5725810527801514,19,0.8347735404968262,1999
0.5743424892425537,20,0.8257391452789307,2049
0.5753388404846191,20,0.8314017653465271,2099
0.5647751092910767,21,0.8598172664642334,2149
0.570636510848999,21,0.8489885926246643,2199
0.5613198280334473,22,0.88160240650177,2249
0.5599135756492615,22,0.8972007632255554,2299
0.5606879591941833,23,0.8868521451950073,2349
0.5665469765663147,23,0.8861039280891418,2399
0.5622729063034058,24,0.8887083530426025,2449
0.5620441436767578,24,0.8954687118530273,2499
0.551762580871582,25,0.9116474390029907,2549
0.5538299679756165,25,0.9030543565750122,2599
0.5585156679153442,26,0.8822161555290222,2649
0.5685337781906128,26,0.8703656196594238,2699
0.5625157356262207,27,0.8823429346084595,2749
0.5588423013687134,27,0.9077731370925903,2799
0.5530282855033875,28,0.9086752533912659,2849
0.5582509636878967,28,0.9147793054580688,2899
0.5500848889350891,29,0.9394153356552124,2949
0.5530058741569519,29,0.9499244093894958,2999
0.5484536290168762,30,0.9691390991210938,3049
0.5504148006439209,30,0.9685470461845398,3099
0.5505735278129578,31,0.9659624099731445,3149
0.5507988929748535,31,0.9865266680717468,3199
0.5415831804275513,32,0.9933400750160217,3249
0.5410476922988892,32,1.0151287317276,3299
0.5337128043174744,33,1.0100325345993042,3349
0.5388202667236328,33,0.9989808201789856,3399
0.5397919416427612,34,0.9740303158760071,3449
0.5506959557533264,34,0.948549211025238,3499
0.5637640357017517,35,0.9128326177597046,3549
0.5678204894065857,35,0.9172596335411072,3599
0.5651003122329712,36,0.9190037250518799,3649
0.561887264251709,36,0.9190620183944702,3699
0.5614558458328247,37,0.8945067524909973,3749
0.5517008900642395,37,0.9374852180480957,3799
0.5515437722206116,38,0.9395496845245361,3849
0.5509814023971558,38,0.9495304226875305,3899
0.5529069900512695,39,0.9502431154251099,3949
0.5493980646133423,39,0.9629708528518677,3999
0.5511177778244019,40,0.9690439701080322,4049
0.5487869381904602,40,0.9794087409973145,4099
0.5509237051010132,41,0.9939426183700562,4149
0.5468263030052185,41,1.012223482131958,4199
0.548075795173645,42,1.024170160293579,4249
0.5468686819076538,42,1.0272361040115356,4299
0.5448861122131348,43,1.030364990234375,4349
0.5392197370529175,43,1.0689904689788818,4399
0.5297011733055115,44,1.0874783992767334,4449
0.5348185300827026,44,1.0479474067687988,4499
0.5305408239364624,45,1.0723328590393066,4549
0.5351784229278564,45,1.047288417816162,4599
0.5369745492935181,46,1.0639259815216064,4649
0.5350288152694702,46,1.0805470943450928,4699
0.539812445640564,47,1.06233811378479,4749
0.5417989492416382,47,1.0607311725616455,4799
0.5369960069656372,48,1.0782214403152466,4849
0.5436619520187378,48,1.0566327571868896,4899
0.5350229740142822,49,1.083094835281372,4949
0.5360838174819946,49,1.0943831205368042,4999
0.5305710434913635,50,1.0871750116348267,5049
0.5316423177719116,50,1.0777466297149658,5099
0.530076265335083,51,1.0678561925888062,5149
0.5265267491340637,51,1.079642415046692,5199
0.5290324687957764,52,1.078216314315796,5249
0.5345756411552429,52,1.0541332960128784,5299
0.5455936789512634,53,1.0163688659667969,5349
0.5442042946815491,53,1.0477190017700195,5399
0.5344749689102173,54,1.0870263576507568,5449
0.5340942144393921,54,1.093601107597351,5499
0.5282394289970398,55,1.1129117012023926,5549
0.532324492931366,55,1.108738660812378,5599
0.5314044952392578,56,1.1137349605560303,5649
0.5319614410400391,56,1.1352789402008057,5699
0.5293354988098145,57,1.140584111213684,5749
0.5305436849594116,57,1.139394998550415,5799
0.5238882899284363,58,1.1733782291412354,5849
0.5232685804367065,58,1.1824405193328857,5899
0.5210527777671814,59,1.1923854351043701,5949
0.5233263969421387,59,1.1983790397644043,5999
0.5202963352203369,60,1.1926764249801636,6049
0.5250357389450073,60,1.1984610557556152,6099
0.5202842950820923,61,1.192175030708313,6149
0.5255270004272461,61,1.2134405374526978,6199
0.5194039344787598,62,1.1895835399627686,6249
0.5287157297134399,62,1.1782290935516357,6299
0.5225465893745422,63,1.1615207195281982,6349
0.5315665006637573,63,1.135599970817566,6399
0.5292476415634155,64,1.1097924709320068,6449
0.5369918346405029,64,1.0873181819915771,6499
0.5309326648712158,65,1.0894169807434082,6549
0.5341489315032959,65,1.0853421688079834,6599
0.5323286056518555,66,1.0565499067306519,6649
0.5405541658401489,66,1.0451233386993408,6699
0.5434619784355164,67,1.053851842880249,6749
0.5445458292961121,67,1.0993597507476807,6799
0.5417144298553467,68,1.1114012002944946,6849
0.5400210618972778,68,1.1340664625167847,6899
0.5363451242446899,69,1.160926103591919,6949
0.5313305854797363,69,1.1934720277786255,6999
0.5275775790214539,70,1.1926522254943848,7049
0.5277661085128784,70,1.2034746408462524,7099
0.5259194374084473,71,1.1981687545776367,7149
0.5279436111450195,71,1.1913031339645386,7199
0.5239062309265137,72,1.209578037261963,7249
0.5228662490844727,72,1.2248040437698364,7299
0.5190085172653198,73,1.2217600345611572,7349
0.5204479694366455,73,1.220402479171753,7399
0.5165690183639526,74,1.2387278079986572,7449
0.5175678730010986,74,1.2270898818969727,7499
0.5157567262649536,75,1.2107398509979248,7549
0.5194067358970642,75,1.192327857017517,7599
0.5192384719848633,76,1.2045252323150635,7649
0.5197604894638062,76,1.2222307920455933,7699
0.5174861550331116,77,1.2301652431488037,7749
0.517655611038208,77,1.2299401760101318,7799
0.5151059627532959,78,1.2378207445144653,7849
0.5138583183288574,78,1.2395424842834473,7899
0.5143311023712158,79,1.230475902557373,7949
0.5140583515167236,79,1.2309147119522095,7999
0.5135601758956909,80,1.222636342048645,8049
0.5134719610214233,80,1.2284564971923828,8099
